etudiant01	11.25
etudiant02	7.5
etudiant03	15
etudiant04	19.5
etudiant05	13.75
etudiant06	12.5
etudiant07	8.25
etudiant08	9.25
etudiant09	18.75
etudiant10	12.5
etudiant11	0.75
etudiant12	15.5
etudiant13	7
etudiant14	17.75
etudiant15	18
etudiant16	18.75
etudiant17	20
etudiant18	14
etudiant19	0.5
etudiant20	16.25
etudiant21	10
etudiant22	9
etudiant23	2.75
etudiant24	17
